playerID,B_G,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_G,PI_CG,PI_SV,PI_H,PI_ER,PI_HR,PI_BB,PI_SO,PI_ERA,PI_R,FI_G,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,MAX_SAL,MAX_SAL_YEAR,inducted
bellja01,2063,1123,1963,394,860,91,60,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2006,1903,50656,5609,220,1120,2,8050000,2001,N
jacksre01,2820,1551,2584,463,1702,228,115,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2102,2057,53268,133,142,31,14,1102946,1986,Y
ryanbj01,560,0,0,0,0,0,0,0,21,28,560,0,117,424,201,42,264,625,53.71000000000001,216,560,0,1610,52,6,7,2,12000000,2009,NULL
plesada01,1064,0,1,0,0,0,0,0,65,71,1064,0,158,977,433,105,402,1041,75.55999999999999,478,1064,14,3216,100,3,6,3,2766667,1992,N
callijo01,1886,926,1757,321,840,74,51,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1777,1690,45118,175,57,34,3,NULL,NULL,N
keyji01,471,0,0,0,0,0,0,0,186,117,470,34,10,2518,1010,254,668,1538,56.20000000000001,1104,470,389,7775,452,22,35,4,5390825,1998,N
boutoji01,307,8,35,3,21,0,0,0,62,63,304,34,6,1131,492,127,435,720,43.79,566,304,144,3715,177,15,13,1,NULL,NULL,N
hosmeer01,1554,767,1629,300,835,76,30,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510,1484,39240,965,77,1115,1,8250000,2016,NULL
halleto01,1294,461,1011,153,504,14,30,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1214,1087,29261,511,65,89,3,NULL,NULL,NULL
murcebo01,1908,972,1862,285,1043,127,75,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1706,1660,44078,293,90,48,5,NULL,NULL,N
romerri01,129,1,2,0,2,0,0,0,51,45,129,8,0,766,370,82,354,622,27.77,402,129,127,2404,149,8,7,1,7500000,2013,NULL
conceda01,2488,993,2326,389,950,321,109,93,0,0,1,0,0,2,0,0,0,1,0,0,2499,2250,60624,7024,326,1390,9,920000,1986,N
rosepe01,3562,2165,4256,746,1314,198,149,167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3528,3437,90298,3349,213,1083,17,1000000,1986,N
aaronha01,3298,2174,3771,624,2297,240,73,293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3020,2977,78414,429,144,218,21,NULL,NULL,Y
pederjo01,885,400,598,131,364,19,21,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,808,658,17783,32,17,12,1,520000,2016,NULL
roberbr01,1418,850,1527,367,542,285,73,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1357,1324,34965,3858,97,876,2,10000000,2013,NULL
alexado01,562,19,44,8,17,0,0,0,194,174,561,98,3,3376,1406,324,978,1528,88.66,1541,561,464,10101,521,32,36,1,1000000,1989,N
mclisca01,368,47,73,9,30,1,0,0,92,92,352,57,6,1685,715,164,552,713,78.89,824,352,176,4049,302,11,27,1,NULL,NULL,NULL
smallro02,1653,745,1454,244,694,27,34,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1350,1249,33384,3817,217,794,1,740000,1986,NULL
allendi01,1749,1099,1848,320,1119,133,52,138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1722,1690,43662,1711,245,756,7,NULL,NULL,N
bondsbo01,1849,1258,1886,302,1024,461,169,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1736,1707,45315,128,89,40,3,NULL,NULL,N
rodonca01,121,0,2,1,2,0,0,0,42,38,121,2,0,600,282,79,267,710,31.900000000000002,309,121,116,2008,56,4,2,1,518000,2016,NULL
encared01,1960,1099,1832,370,1261,61,14,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1171,1143,29867,1355,144,460,3,10000000,2016,NULL
burleri01,1346,656,1401,256,449,72,68,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1290,1252,33356,4109,189,893,4,856667,1986,N
garresc01,370,18,29,4,10,3,1,0,69,53,352,9,48,815,351,74,413,703,46.72,395,352,89,2878,143,11,5,1,2400000,1992,NULL
marshwi01,1246,583,1160,163,604,14,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1145,23,681,125,50,28,3,NULL,NULL,NULL
caldeiv01,924,470,901,200,444,97,49,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,789,758,19738,55,43,38,1,3000000,1993,NULL
huntro01,1483,745,1429,223,370,65,55,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1420,1362,35222,3807,185,713,2,NULL,NULL,N
hendrge01,2048,941,1980,343,1111,59,47,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1934,1808,48339,207,65,117,4,989333,1988,N
leonadu02,640,53,177,18,69,1,0,0,191,181,640,192,44,3304,1162,158,737,1170,66.35,1432,640,0,0,719,32,41,5,NULL,NULL,N
alonsyo01,1072,391,872,181,426,22,8,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,911,830,22074,470,50,593,1,2650000,2016,NULL
giambja01,2260,1227,2010,405,1441,20,12,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1490,1455,36241,649,104,1011,5,23428571,2008,NULL
jonessa02,322,16,78,7,27,0,0,0,102,101,322,76,9,1403,655,151,822,1376,49.589999999999996,752,322,217,4796,209,21,12,2,NULL,NULL,NULL
alfoned01,1506,777,1532,282,744,53,17,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1474,1367,36251,3022,106,447,1,8000000,2006,NULL
panikjo01,818,340,733,136,258,22,7,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,757,690,18636,1806,44,442,1,545000,2016,NULL
brantmi02,1366,723,1571,332,687,124,32,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1234,1206,31646,63,16,14,5,7375000,2016,NULL
ordonma01,1848,1076,2156,426,1236,94,50,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1725,1701,43677,108,44,20,6,18971596,2009,N
ogandal01,284,1,3,0,0,0,0,0,33,19,284,1,4,442,196,53,186,408,43.96000000000001,211,284,48,1513,44,3,1,1,2625000,2014,NULL
hubbagl01,1354,545,1084,214,448,35,35,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1332,1272,33618,4444,127,975,1,555000,1987,NULL
sanchfr01,904,434,1012,215,371,13,9,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,873,804,21398,2099,45,512,3,6250000,2009,N
boonebo01,2264,679,1838,303,826,38,50,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2240,2104,55699,1185,183,155,4,1900000,1990,N
brookhu01,1645,656,1608,290,824,64,56,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1489,1454,37599,2031,196,287,2,2316667,1992,N
nettlgr01,2700,1193,2225,328,1314,32,36,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2504,2394,63552,5295,298,480,6,912247,1986,N
evansda01,2687,1344,2223,329,1354,98,68,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2404,2217,59275,3929,329,846,2,1083333,1985,N
smoakju01,1286,505,951,196,570,3,3,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1163,1051,28352,510,40,896,1,3900000,2016,NULL
niekrjo01,706,55,152,26,72,1,0,0,221,204,702,107,16,3466,1431,276,1262,1747,101.11,1620,702,500,10752,532,25,41,1,825000,1985,N
hornebo01,1020,560,1047,169,685,14,18,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1014,998,25467,1440,117,418,1,1800000,1986,N
mumphje01,1585,660,1442,217,575,174,80,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386,1213,32713,74,60,13,1,850000,1986,NULL
cullero01,1181,627,1072,209,599,26,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1082,0,0,362,91,195,2,NULL,NULL,NULL
cruzjo01,2353,1036,2251,391,1077,317,136,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2159,2057,54925,126,120,31,2,796383,1985,N
deverra01,548,355,598,145,367,21,16,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,535,526,13969,998,96,95,1,NULL,NULL,NULL
martiti01,548,0,0,0,0,0,0,0,55,42,546,0,115,732,320,53,425,632,66.48,357,546,2,2502,145,9,13,1,487078,1986,NULL
paigesa01,179,2,12,0,4,0,0,0,28,31,179,7,32,429,174,29,180,288,16.91,191,179,1,9,62,0,3,2,NULL,NULL,Y
stiebda01,454,2,0,0,0,0,0,0,176,137,443,103,3,2572,1106,225,1034,1669,60.04,1225,444,412,8689,493,22,45,7,3250000,1992,N
shantbo01,578,60,107,20,46,3,2,0,119,99,537,78,48,1795,726,151,643,1072,66.62,817,538,67,3011,468,16,48,3,NULL,NULL,N
odorija01,220,0,2,0,3,0,0,0,68,63,219,0,1,1031,503,157,392,1086,42.96,536,219,215,3441,85,7,6,1,522000,2015,NULL
rolensc01,2038,1211,2077,517,1287,118,49,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2023,1996,52438,4081,186,355,7,12456336,2006,N
brenlbo01,871,321,647,119,333,45,38,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,851,699,19011,513,87,93,1,680000,1989,NULL
lamanra01,442,122,355,57,150,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,400,0,0,207,40,30,1,NULL,NULL,NULL
lazzeto01,1740,986,1840,334,1191,148,79,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1712,0,0,4944,314,873,1,NULL,NULL,Y
mccanbr01,1755,742,1590,294,1018,25,9,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1641,1549,40876,738,96,91,7,17000000,2016,NULL
schoere01,2216,1223,2449,427,773,89,27,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2045,748,19915,5466,192,1409,10,NULL,NULL,Y
grosswa01,1106,373,727,126,396,24,22,34,0,0,1,0,0,2,0,0,1,0,0,0,1059,879,23245,1490,143,213,1,483333,1985,NULL
gastoci01,1026,314,799,106,387,13,7,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,785,737,19589,71,51,19,1,NULL,NULL,NULL
riceji01,2089,1249,2452,373,1451,58,34,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543,1540,40610,137,66,19,8,2354748,1989,Y
preslji01,959,413,875,181,495,9,14,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,962,926,24223,1739,129,179,1,640000,1990,NULL
humeto01,544,8,22,4,13,0,0,0,57,71,543,5,92,1106,465,88,384,536,49.239999999999995,521,543,55,3258,195,7,11,1,833333,1985,NULL
kubekto01,1092,522,1109,178,373,29,23,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1087,996,26894,2850,162,583,3,NULL,NULL,NULL
mccarti01,1909,590,1501,242,645,61,49,119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1511,1393,37252,625,103,128,2,NULL,NULL,N
perezto01,2777,1272,2732,505,1652,49,33,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2539,2418,63020,2440,240,1484,7,275000,1986,Y
clearma01,481,0,0,0,0,0,0,0,71,49,481,0,83,674,344,60,554,804,43.41,397,481,1,2413,79,10,0,2,685000,1987,NULL
garneph01,1860,780,1594,299,738,225,105,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1856,1653,44662,4356,259,752,3,745000,1985,N
coneda01,451,28,64,9,22,0,1,0,194,126,450,56,1,2504,1115,258,1137,2668,70.84,1222,450,419,8696,271,28,17,5,12000000,2000,N
anderbr01,1834,1062,1661,338,761,315,100,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1691,1585,42504,60,42,16,3,7200000,2001,N
ferrewe01,548,175,329,57,208,2,0,0,193,128,374,227,13,2845,1177,132,1040,985,101.24000000000001,1382,387,0,0,533,17,31,2,NULL,NULL,N
grubbjo01,1424,553,1153,207,475,27,33,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1059,939,24664,70,40,20,1,365000,1987,NULL
sotoma01,303,32,70,13,24,0,0,0,100,92,297,72,4,1395,667,172,657,1449,46.59,732,297,225,5191,203,22,8,3,1200000,1988,N
balfogr01,534,0,0,0,0,0,0,0,30,23,534,0,84,406,209,47,252,571,75.75,215,534,1,1619,45,1,3,1,4500000,2013,NULL
howelja01,568,2,0,0,0,0,0,0,58,53,568,2,155,782,313,57,291,666,64.55,335,568,21,2534,112,8,9,3,2575000,1992,NULL
pocorbi01,596,132,374,71,172,6,8,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,414,363,9727,251,42,25,1,NULL,NULL,NULL
forscke01,521,16,52,6,17,1,0,0,114,113,521,70,51,2071,796,155,586,1047,58.63,881,521,241,6379,305,26,24,2,633333,1985,N
leach01,152,11,29,2,6,0,0,0,62,48,152,22,0,864,363,79,341,535,58.440000000000005,407,152,144,2770,112,4,5,1,850000,1986,NULL
mooredo01,416,3,16,2,11,0,0,0,43,40,416,0,89,698,267,53,186,416,53.84,308,416,4,1964,90,11,4,1,1000000,1988,NULL
contrwi01,621,288,535,110,310,18,15,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,606,527,14048,316,53,30,2,NULL,NULL,NULL
breweto01,305,72,114,7,40,2,1,0,91,82,241,75,3,1478,671,126,669,733,31.93,761,241,217,4528,343,16,22,1,NULL,NULL,NULL
fossera01,924,299,758,117,324,15,19,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,903,805,21512,440,78,71,2,NULL,NULL,NULL
keegabo01,136,14,32,2,19,0,0,0,40,36,135,29,5,668,262,70,233,198,25.19,300,135,76,1638,117,3,6,1,NULL,NULL,NULL
mayda01,1252,462,920,130,422,60,47,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1021,888,24145,68,50,17,1,NULL,NULL,NULL
moneydo01,1720,798,1623,302,729,80,51,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1553,1477,39118,3242,150,554,4,NULL,NULL,N
dawlebi01,275,4,9,0,5,0,0,0,27,30,275,0,25,420,179,49,166,292,33.6,192,275,0,1412,56,3,5,1,325000,1986,NULL
schroke01,178,0,0,0,0,0,0,0,51,51,176,22,1,963,481,125,320,372,35.31,535,176,137,2700,78,11,6,1,450000,1987,NULL
seaveto01,677,99,202,28,86,4,0,0,311,205,656,231,1,3971,1521,380,1390,3640,66.81,1674,656,647,14349,692,42,54,12,1136262,1985,Y
jonesru01,1331,643,1103,215,579,143,84,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1210,1097,29614,78,44,23,2,560000,1986,NULL
ruthvdi01,363,42,123,18,44,2,5,0,123,127,355,61,1,2155,970,165,767,1145,69.05,1075,355,332,6327,298,41,19,2,1050000,1986,NULL
saxst01,1769,913,1949,278,550,444,178,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1719,1695,44712,4817,190,998,5,3575000,1992,N
larocda01,649,7,15,3,2,0,0,0,65,58,647,1,126,919,411,94,459,819,68.57,448,647,15,3148,144,8,5,2,NULL,NULL,NULL
lombaer01,1853,601,1792,277,990,8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1544,0,0,845,143,107,8,NULL,NULL,Y
petryda01,370,1,1,0,0,0,0,0,125,104,370,52,1,1984,912,218,852,1063,64.12,1025,370,300,6241,336,12,38,1,975000,1987,NULL
scottge02,2034,957,1992,306,1051,69,57,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1992,1917,51032,1520,201,1527,3,NULL,NULL,N
decindo01,1649,778,1505,312,879,58,48,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1627,1543,40737,3344,206,370,1,1200000,1986,N
carewro01,2469,1424,3053,445,1015,353,187,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2321,2229,59197,3709,260,1796,18,875000,1985,Y
polloaj01,895,499,890,195,414,119,27,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,825,755,20313,38,11,8,1,3500000,2016,NULL
bickfve01,182,23,57,4,28,0,0,0,66,57,182,73,2,1040,444,76,467,450,32.13,500,182,1,12,202,6,19,1,NULL,NULL,NULL
ettenni01,937,426,921,167,526,22,13,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,903,0,0,545,107,797,1,NULL,NULL,NULL
sexsori01,1367,748,1286,260,943,14,13,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1308,1258,33253,950,61,951,2,15500000,2008,N
cardele01,1941,662,1725,285,689,39,48,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1915,1831,49337,5429,266,1050,5,NULL,NULL,N
chambch01,2175,912,2109,392,972,40,35,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1962,1898,50871,1351,130,1687,1,800000,1985,N
ceyro01,2073,977,1868,328,1139,24,29,117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1996,1979,51559,4019,224,318,6,1450000,1985,N
hargrmi01,1666,783,1614,266,686,24,37,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1545,1419,37842,1027,123,1043,1,458333,1985,N
napolmi01,1392,697,1125,224,744,39,24,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1228,1135,30108,647,91,511,1,16000000,2015,NULL
slatoji01,496,4,6,0,0,0,0,0,151,158,496,86,14,2773,1202,277,1004,1191,71.65999999999998,1335,496,359,8052,378,24,36,1,437500,1985,NULL
remyje01,1154,605,1226,140,329,208,99,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1120,1100,28853,3243,110,744,1,483333,1985,N
corbedo01,313,0,0,0,0,0,0,0,24,30,313,0,66,497,204,49,200,343,37.050000000000004,226,313,1,1659,108,5,6,1,410000,1986,NULL
rolfere01,1175,942,1394,257,497,44,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1148,0,0,2275,170,216,4,NULL,NULL,N
sorenla01,346,2,3,1,0,0,0,0,93,103,346,69,6,1960,800,147,402,569,47.1,894,346,235,5209,263,22,23,1,320000,1985,NULL
leonaje01,1415,614,1342,223,723,163,61,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1166,1082,29064,81,62,24,2,1000000,1989,N
roberro01,688,107,255,55,103,3,1,0,286,245,676,305,25,4582,1774,505,902,2357,74.66999999999999,1962,676,402,9058,601,31,45,7,NULL,NULL,Y
martiru01,1693,803,1416,255,771,101,51,46,0,0,4,0,0,2,0,0,0,2,0,0,1649,1545,41405,1029,95,85,4,15000000,2016,NULL
ontivst02,211,3,1,1,3,0,0,0,34,31,207,6,19,622,270,60,207,382,39.92,308,207,73,1985,127,3,12,1,965000,1995,NULL
reussje01,631,71,171,24,58,1,0,0,220,191,628,127,11,3734,1483,245,1127,1907,97.25999999999999,1700,628,548,11008,603,42,38,2,1100000,1987,N
dotsori01,312,1,0,0,0,0,0,0,111,113,305,55,0,1884,872,194,740,973,59.45,964,305,295,5572,269,11,25,1,1075000,1987,NULL
mizelvi01,268,28,57,8,30,0,1,0,90,88,268,61,0,1434,654,143,680,918,47.13000000000001,725,268,167,3343,217,21,14,1,NULL,NULL,NULL
mcmilro01,2093,739,1639,253,594,41,36,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2051,1609,41685,6233,292,1311,2,NULL,NULL,N
bannifl01,431,6,14,1,1,0,0,0,134,143,431,62,0,2320,1078,291,846,1723,63.69,1189,431,363,7164,264,10,12,1,930000,1987,NULL
gordoal01,1753,867,1643,357,749,113,45,48,0,0,2,0,0,8,5,1,2,0,19.29,5,1754,1703,45078,695,64,84,3,12500000,2015,NULL
benesan01,405,48,106,21,50,0,0,0,155,139,403,21,1,2377,1106,289,909,2000,61.910000000000004,1206,403,387,7516,241,10,17,1,6666667,2001,NULL
santaca01,1653,865,1446,316,865,48,18,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1409,1368,36230,827,84,822,1,8450000,2016,NULL
hootobu01,481,42,92,18,49,0,1,0,151,136,480,86,7,2497,996,193,799,1491,58.81,1112,480,377,7954,373,16,21,1,690000,1986,N
lopesda01,1812,1023,1671,232,614,557,114,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1725,1607,42096,3931,177,822,4,550000,1987,N
dyeje01,1763,984,1779,363,1072,46,26,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1696,1649,43394,97,65,30,2,11666667,2004,N
martide01,695,25,74,12,33,1,0,0,245,193,692,122,8,3897,1643,372,1165,2149,96.53999999999998,1835,692,562,11999,763,42,61,4,4550000,1995,N
montemi01,1185,458,973,197,550,5,9,56,0,0,2,0,0,4,1,0,2,0,6.75,1,1080,997,26650,560,84,54,2,14000000,2016,NULL
stantmi02,1178,3,8,1,3,0,0,0,68,63,1178,0,84,1086,485,93,420,895,104.25999999999996,523,1178,1,3342,159,18,9,1,4000000,2005,NULL
hernawi01,747,4,13,2,3,2,0,0,70,63,744,0,147,952,392,97,349,788,50.290000000000006,431,744,11,3134,169,4,12,3,1310000,1989,N
santajo01,360,11,40,12,9,0,0,0,139,78,360,15,1,1726,721,220,567,1988,42.36,773,360,283,6077,232,19,16,4,23145011,2012,N
beckegl01,1320,685,1473,196,360,49,25,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1249,1243,32627,3719,179,758,4,NULL,NULL,N
ibanera01,2161,1055,2034,424,1207,50,29,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1767,1598,42586,170,49,114,1,12166666,2011,NULL
beltbr01,1232,603,1092,258,561,46,21,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1221,1085,29351,738,61,803,1,6200000,2016,NULL
macdomi01,407,0,0,0,0,0,0,0,18,23,407,0,71,397,175,25,212,325,66.67,204,407,3,1182,44,10,2,1,2650000,2009,NULL
burnsbr01,193,0,0,0,0,0,0,0,70,60,193,39,3,1045,445,93,362,734,40.370000000000005,499,193,161,3283,117,9,1,1,750000,1986,NULL
grovele01,619,119,202,27,121,1,1,0,300,141,616,298,55,3849,1339,162,1187,2266,55.49,1594,616,0,0,722,38,26,6,NULL,NULL,Y
blackch02,1269,820,1450,264,631,134,55,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1194,1148,30283,55,28,16,4,3500000,2016,NULL
hollaal01,384,4,6,0,3,1,0,0,34,30,384,0,78,548,214,55,232,513,49.51,241,384,11,1938,73,11,3,1,625000,1985,NULL
davisch02,1417,707,1160,228,780,19,11,50,1,0,2,0,0,4,1,1,1,3,9,1,1317,1244,33067,688,72,1016,1,21268890,2016,NULL
morame01,1556,794,1503,283,754,93,55,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1525,1371,36329,2445,148,272,2,8000000,2009,N
schwaky01,664,371,522,90,350,12,11,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,587,551,13635,41,21,13,1,522000,2016,NULL
bellbu01,2405,1151,2514,425,1106,55,79,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2373,2315,61133,5009,262,448,5,870000,1987,N
pacioto01,1392,494,1162,232,503,55,38,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1214,955,25304,274,52,284,1,333333,1985,NULL
saberbr01,403,13,23,4,1,0,0,0,167,117,399,76,1,2452,952,218,471,1715,64.81,1036,399,371,7688,415,24,26,3,5612991,1996,N
knowlda01,766,2,15,0,11,0,0,0,66,74,765,1,143,1006,378,65,480,681,66.37,437,765,8,3276,276,29,16,1,NULL,NULL,N
matthga01,2033,1083,2011,319,978,183,74,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1876,1852,47252,135,112,17,1,850000,1986,N
armasto01,1432,614,1302,204,815,18,20,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1309,1239,32666,79,61,19,2,1000000,1986,NULL
bayja01,1278,737,1200,240,754,95,17,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1254,1217,31973,68,27,9,3,18125000,2012,NULL
stanlbo01,637,0,0,0,0,0,0,0,115,97,637,21,132,1858,690,113,471,693,47.61,797,637,85,5121,357,24,38,2,1075000,1987,NULL
